rating,text,date,trip_type,date_status,gpt_sentiment,predicted_roberta
4,"You don't have to be a cat lover to enjoy this quirky little museum, but it helps if you are :)Only saw two kitties while we were there and they looked like they owned the place. Enjoyed the art and the home. Creaky wooden floors galore. Fun spot. Won't take you long to run through it.",Mar 2019,Couples,date_with_label,正面,正面
4,"This little gem lies alongside the Herengracht. I planned on visiting because I'm a cat lover myself. The museum features artwork (paintings, posters, statues, pictures, ...) with cats (duh :) ). There are also some real live cats hanging around! And they might just want to be petted!",May 2019,Solo,date_with_label,正面,正面
4,"This museum is small but full of personality, in a grand house by a canal with tall windows, high-ceilinged rooms and collection of sculptures, posters, paintings and ephemera celebrating cats. The laid-back cats-in-residence are just the icing on the cake. In nice weather, the garden in the back is a good place to rest your feet and look at a display of more cat-oriented advertising posters. One poignant touch indoors -- a desk where visitors leave notes about their impressions, and in many cases pay tribute to their own cat companions, past and present. At 7 euros admission for adults, it was certainly worth a stop.",Apr 2019,,date_only,正面,正面
3,"It was surprising to find art pieces from grand names like Picasso and Rembrandt, and a piece from the Cats musical. However, it is a rather small museum, and it seems like there are rooms not being utilized for the museums purpose? This might be why the price is very good, but I cannot help but feel like more could be done. It is a perfect place for a cafe! Also surprised by the gift shop, which did not have as many novel pieces as hoped. Feels like more could be done here. It was nice to see the cats, when they felt like it!",Apr 2019,Couples,date_with_label,中立,中立
4,"We really enjoyed this quirky, cluttered and interesting museum. It's a great collection of, well, cat stuff! Paintings, advertising, graphic design, ornaments etc. Well worth an hour of your time and some nice things in the gift shop.",Apr 2019,Couples,date_with_label,正面,正面
4,Came here out of interest from reading previous reviews here on TripAdvisor. It was €7 which is hardly breaking the bank and it was in a beautiful old house opposite the canal. The museum was filled with interesting cat art work and sculptures and there were even a few extremely friendly real cats roaming around the house which was lovely. A very unique little experience that is ideal for cat lovers.,Apr 2019,,date_only,正面,正面
4,"This is a small exhibition rather than a museum. It is full of pictures and sculptures of cats with some very quirky pieces. There were 5 cats wandering around, al friendly and will to have their ears tickled.",Mar 2019,Couples,date_with_label,正面,正面
3,"I would recommend as something to do if you are a cat lover in Amsterdam. There doesn't really seem to be much order to things and I was surprised that it was as small as it was (we were only there for around 30 minutes and were able to see everything fully). However, despite this I was pleased to go and meet some of the resident cats, the staff were pleasant and with an Iamsterdam card cost €5 each which I felt was reasonable. When we went it was very quiet and relaxed and we were able to walk around at our leisure.",Mar 2019,Couples,date_with_label,正面,正面
3,"This was an interesting diversion, a grand canal house on the Golden Bend that is full of cat art (and cats) collected by a cat-obsessed rich guy. I'm not sure it was worth the price of admission, though it was fun to see inside one of those fancy houses. The kids really enjoyed trying to find and pet all the resident cats, too.",Feb 2019,,date_only,正面,正面
2,"We really hoped that more would be on offer at this museum. My husband actually believes it’s someone’s house and she opens a few rooms to exhibits to cover costs... that’s how poor it was! There was literally 3 rooms and a hallway with a few pictures, ornaments and posters and two cats wondering about. To be honest, I have a more impressive collection at my house with Tom’s Drag and other portraits I have acquired over time. Really not worth €7 each. Left feeling quite cheated and deflated.",Feb 2019,Couples,date_with_label,負面,負面
5,"It's just wonderful to see real cats walking around the area. You could also pet some. Art is pretty, but my main attention went to the real cats. The staff was very friendly. For students 4eur per ticket, I think its good value. Nice place to spend like 40min-1h. Not very much to see.",Feb 2019,Couples,date_with_label,正面,正面
4,"This is an art museum that has exclusively works with cats in them.If you don't like cats there is nothing for you here!I like cats so spent a very enjoyable 45 minutes looking round several times, it's absolutely jam packed with paintings, curios, sculptures and posters. There may even be a live cat or two who relish attention!Situated on a side road next to a canal, you need to search the place out which is the only negative. It's worth finding though.",Oct 2018,Solo,date_with_label,正面,正面
5,"Mostly this museum is hilarious- they could charge twice the amount and I’d still be happy - but there are also some art gems from Picasso, historical oddities from Lenin and advertising treasures hidden in the two floors which make this a must visit.",Feb 2019,,date_only,正面,正面
4,"Came across this quirky themed house in the Golden Band area, after our canal tour guide mentioned it. It’s €7 to enter and it’s an upstairs floor filled with cat photos, paintings, pictures and statues of our feline friends! AND, there are cats wondering around. Brilliant! We saw four chilling around the house, including one napping in the little shop area. Might seem a little pricey for one floor but getting to view the interior of the building was a bonus with its stunning period features and beautiful decor. Would recommend visiting this musuem",Jan 2019,Friends,date_with_label,正面,正面
4,"An interesting and certainly different exhibition for cat friends. A mix of posters, sculptures, artwork, dishes and even live cats in a beautiful old flat with garden. There is also a shop selling cards and posters, which you can visit without buying a ticket to exhibition.",Feb 2019,Couples,date_with_label,正面,正面
5,"Such a cute museum, and the resident cats are so sweet! Great way to spend a rainy afternoon in the city, or any type of afternoon. Some real gems here too, pieces by Picasso and Rembrandt to name a few",Jan 2019,Couples,date_with_label,正面,正面
5,"A fun little cat museum in central Amsterdam. Recommended for crazy cat people everywhere. Interesting old house,which is a nice bonus.",Jan 2019,Couples,date_with_label,正面,正面
5,Unmissable if you adore cats . The story of this home is part of its beauty . It’s not just some museum . Really stunning . Look up see the ceilings ! Stunning art and one of the few places in an overcrowded city we felt relaxed . The people are nice too . Go early to avoid too many people and get good video . The cats are there you just need to look . Often they will find you . The city is only nice for this a the Cat boat . The canal tours are pricey and touristy . Not a great deal learned on those tours . Best to read ahead . An amazing facade on Gentleman’s canal . Some of the very few nice people of very little we had experienced in the city . Locals seem to dislike visitors immensely,Nov 2018,Couples,date_with_label,正面,正面
5,"a delightful place to spend time with an eclectic collection of feline memorabilia, rooms and rooms of posters, paintings, dinnerware, statues.",Aug 2018,,date_only,正面,正面
3,"This is a small art museum with various cat related pieces of art and 4 real live cats who wander the place as well. The art is all on one floor of this old house and it only takes about 20-30 minutes to see it all. It was nice for me because I love cats and spent a good 15 minutes just cuddling with one of the cats but my friend was pretty underwhelmed. The gift shop is also pretty disappointing. None of the post cards have Kattenkabinet on them and there weren't any cute catsy shirts or sweatshirts for sale. Overall, I probably won't visit ever again but I don't really regret going.",Dec 2018,Friends,date_with_label,中立,負面
3,"It was interesting to walk through the rooms where the cat art was displayed. The focus was on historical art and a couple cat artists from the past. It takes about 30 minutes to see everything, for 7 euros.  I believe they could expand and liven up the place with some more modern, and eclectic artists as well. I was also really hoping to get a fun, cat-oriented t-shirt, but there was only one kind in the gift shop and it was not what I wanted. I assume they could have a local artist design/screenprint something on tshirts for them and it would not be too expensive. This would have been nice rather than the overload of vintage posters and postcards - especially since I assume mostly tourists come there, and only once. It was a pleasure to be visited by one of the friendly kitties who apparently are resident at the museum.",Dec 2018,Solo,date_with_label,中立,中立
4,"If you're a cat lover, drop by this small museum of cat-inspired art. You won't need long, as it's just a few rooms, but there are four adorable cats that call the museum home that love a good scratch behind the ears. Something very unique and off the beaten track if you're in Amsterdam. If you're just going to complain about it not being somewhere you'll spend a lot of time, give it a miss.",Dec 2018,Solo,date_with_label,正面,正面
2,We like cats....nevertheless we had lowish expectations....which were not met. We were in and out in 5 minutes. In fairness the artwork was properly and carefully curated but it just didn't tick any boxes for us. Maybe we're not sufficiently cat mad.,Dec 2018,Couples,date_with_label,負面,負面
3,"Near the city centre, interesting place but very small. €7 for entry which seems a bit overpriced, cool cat art and a few cats that run around the place. There was a litter tray in part of the museum though that absolutely stunk making it less enjoyable to see that section. Interesting place to see but expected a bit more.",Dec 2018,Friends,date_with_label,負面,負面
5,"As you walk in you are greeted by a warm welcome from reception and maybe some cats then you step upstairs into some quirky rooms with pictures, posters, paintings, drawings or statues and frames of different kinds of cats and backgrounds. If you’re especially fortunate then you may be greeted by a few breeds of cats you are allowed to stroke them and pet them like your own then you go back downstairs into a wide selection of different cat quirky things in the gift shop and on the way out you may find a little furry friend or two to stroke. (Written by Freya aged 10) who loved the place!",Nov 2018,,date_only,正面,正面
4,"Quite small but full of nice cat art. Also great to see the inside of one of the old townhouses, if you’re not so into cats! Friendly staff and nice reasonably priced shop with books, T-shirts and fab posters",Oct 2018,,date_only,正面,正面
4,This is a small quirky museum with cats portrayed in various art mediums.  There were also 2 resident feline greeters who were happy to provide a quick kitty-fix for those of us missing our feline friends.  It also provides a glimpse of the interior of a traditional Amsterdam row house.,Oct 2018,,date_only,正面,正面
4,Very new experience for me and I would highly recommend it for Amsterdam visitors special for cats lovers. Something interesting is waiting for you,Jul 2018,Friends,date_with_label,正面,正面
4,This was a really cute museum. Huge collection of all things cat related and reasonably priced entrance fee. Perfect for a crazy cat lady :),Jun 2018,Solo,date_with_label,正面,正面
5,Such a quirky museum and well worth the entrance fee to see the interesting artwork and posters plus we got to fuss the cats,Oct 2018,Couples,date_with_label,正面,正面
4,"This place took a little bit of finding but worth it. The owners have collected a vast amount of cat memorabilia and it is displayed over three rooms. Pictures, ornaments, and there are even a few felines strutting about like they own the place - which they obviously do!It was a shame you could not get out into the back garden as there was much more to see there.",Sep 2018,Couples,date_with_label,正面,正面
4,"The ticket was a little much for what this is (in my opinion) but I really enjoyed it. It's a floor of a canal house completely full of cat art. The back yard has more art, and I got a visit from one of the house cats. He didn't want to be pursued, but I sat down and showed a little interest and he came for some attention. I enjoy some odd attractions, and this was perfect. If you're a fan of cats, you will likely have a nice visit.",Sep 2018,Solo,date_with_label,正面,正面
1,"My wife loves cats so we gave it a try. Mostly advertising posters. Only one cat in lobby, purr.Garden not open.",Sep 2018,Couples,date_with_label,負面,中立
5,"Found this place by accident, but it was all I ever wanted in a museum. I love cats and I would recommend you go here if you have the obsession for cats that I do. If you’re not a cat-lover this place may turn you... beware. I met one of the resident cats Billy, they were very sleepy and we didn’t manage to meet the other cats who live there. The lady on the reception was pleasant and helpful. The gift shop is amazing if you’re looking for decor or a quirky present for a cat-lover.",Aug 2018,Couples,date_with_label,正面,正面
5,"Small novelty museum, but for what it is they do it well. My toddler especially liked the real cats.",Aug 2018,,date_only,正面,正面
5,"My mother and I visited the KattenKabinet, and, as cat lovers, it was quite a charming museum for us. The house was old-fashioned, artistic, and very pleasant to go through. A quaint garden in the back was available for visitors to walk through as well. We found many nice gifts in the gift shop, and the location along one of Amsterdam's premier canals-the Herengracht-placed it near other attractions as well. Very, very nice!",Oct 2017,Friends,date_with_label,正面,正面
5,Situated on the side of the Herengracht. This quirky little museum is must for all feline lovers. Gift shop has plenty of souvenirs and is highly recommended.,Aug 2018,Couples,date_with_label,正面,正面
3,"Like most people reviewing here, we love cats. This is not really a museum, more 'someones lifetime collection of cat themed art.' Not sure if other parts are sometimes open, but all we got was one floor of a house, definitely not worth the price. You could see there was more stuff going upstairs (I know the person lives there, it looked like 2 more floors though), and in the garden, both places were out of bounds though.The website says they have 4 cats, we saw 3, and petted 2. Interesting enough collection of stuff.Think that €10 for a family of 4 would be a fairer price, and get rid of the sourpuss lady at the door.",Aug 2018,,date_only,負面,負面
4,"As a art&cat lover this was a nice place to visit. There's a lot of vintage-styled posters f. ex. old advertisement posters with cats. There's also things to see in the garden. There were two cats, one of them came to welcome me at the entrance. As a student I got to go here for 4€, but i think the full price of 7€ is quite high because the tour is quick.",Aug 2018,Solo,date_with_label,正面,正面
4,"A quirky small museum inside a neat old house, it is dedicated to art featuring cats. It includes more than just paintings, incorporating memorabilia like a costume from the musical ""Cats"". My kids loved it and it was a great quick and unusual stop in our visit to Amsterdam.",Jun 2018,,date_only,正面,正面
2,"I LOVE cats and I'm speedily on my way to becoming a crazy cat lady like the one who owns this ""museum."" I use the term loosely because this is basically a weird old lady's stinky house that's filled with cat  paraphernalia and a few random felines. Oh, and she charges 10 bucks to get inside.The whole place reeks of cat urine, but I only saw two live kitties. There's a bunch of disturbing cat-themed ""artworks"" and tapestries and crap piled high in every corner. Playbills, photographs, varying degrees of awfulness in the form of sculpture and paintings, and photocopied images of cats stuck in frames. I am not making this up.I know, I know, it sounds amazeballs AWESOME. Sadly, it's not. I wanted to love this place but I couldn't get out of there fast enough. I walked way out of my way to visit and I left sorely disappointed. This cat lover is pawsitively (hee!) stunned at the high rating of this tourist trap and rip-off.My husband summed it up perfectly when he turned to me and said ""why the heck did we PAY to see this, we have cats at home!"" Even the small gift shop was a huge letdown.My advice is to save your dough for something worthwhile in Amsterdam and just go find the weird cat lady in your own hometown and invite yourself over for tea. Same experience for sure.",Jul 2018,Couples,date_with_label,負面,負面
5,"It's in a semi-basement leading up to 2 floors so not a huge museum but still fun to visit, especially for cat lovers. If I'm not mistaken the owner still lives upstairs and sometimes comes down? (or was this years and years ago)",Jul 2018,Couples,date_with_label,中立,中立
5,Very happy we found this!  A must see for cat lovers!  Very quaint. Seems very “ off the beaten path”! Gift shop is awesome,Jul 2018,Couples,date_with_label,正面,正面
3,"It was a quirky menagerie of feline finds from mummified cats to fine art to advertisements using cats.  We got to see two of the house cats that reside there, one which even acted as tour guide and led us up to the one floor museum.  The garden has an exhibit in it too.  Some of the pieces are housed in broken glass which makes me wonder why they are out on display and there are some that are just faded and worn out.  There is a little shop with magnets, bags, cards and posters all at a reasonable price too. It took my daughter and I just over half an hour to look at the exhibit.  This man definitely loves cats!  It was a fun experience overall for us.",Jul 2018,,date_only,正面,正面
4,"A museum of cats!! Pictures, ornaments, furniture etc all featuring cats. Billy Willy and Oscar the housecats roaming about, sleeping on tables, posing on chairs and generally being cute. A fun way to spend an hour",Jul 2018,,date_only,正面,正面
3,"The museum has some interesting cat art. The gift shop is small, but cute. The garden was closed, even though it was a beautiful day. Didn't see a single live cat and the lady at the front was not overly friendly or helpful, she almost seemed annoyed. Overall, not sure it was worth the 7 Euros. You could pop in the gift shop and that would be sufficient.",Jul 2018,Friends,date_with_label,負面,負面
3,"We spotted this place on our Blue Boat Canal Tour. We decided if we were in the area we would check it out. On a walk the next day we came pretty close so we stopped in. The price was a little high and we did not have much time, so we opted to just visit the gift shop on the street level. We were able to pick something up for our cat sitter and decided that would be enough.",May 2018,Couples,date_with_label,中立,中立
3,"I visited on my own in June 2018, and enjoyed it, although it was quite expensive for entry, and one can't realistically spend more than, say, an hour here, without some special reason. It does include a great many cat-related objects, paintings, posters, etc., many of which are worth seeing. It also houses an actual live cat, who I didn't get to interact with because s/he was monopolised by other visitors!",Jun 2018,Solo,date_with_label,中立,正面
5,"This is definitely one of the weirdest places I’ve ever been. Its basically someone’s collection of a few cat items that clearly got out of hand- but I love it.Its about 3 rooms totally full of cat themed items. Even the garden is full of them. The owner still lives upstairs with this family. The gift shop has a nice selection of posters, magnets and various cat themed materials.Plus, 3 cats live there and roam around freely. It was the highlight of my week.",Jun 2018,Friends,date_with_label,正面,正面
3,"The museum is a beautiful old home that has a bunch of cat-related stuff in it.  In addition, three nice felines prowl the place and offer some diversion.  We took our time and were done in less than 30 minutes.  Nothing special.",Jun 2018,Couples,date_with_label,中立,中立
3,"This is basically just someone’s home, filled with cat-themed paraphernalia and posters.  It took us about half an hour to get through the entire place, not worth the entrance fee (unless maybe they donated that to cat shelters, but I’m not sure if they do).  The posters and paintings are cute but there seemed to be a lot of areas that were off-limits.  We met a couple of their cat residents who were happy to give some boops - they were pretty much the highlight of the place.",May 2018,Couples,date_with_label,中立,負面
3,"A thrown together range of cat pictures, bits and pieces, sculptures. The receptionist did not have change and when asked why not said ""it was the start of the day"" - so why do they not keep some from previous day. Backpacks to be left at reception with no security. Not worth the money",May 2018,Couples,date_with_label,負面,負面
2,"A small cat-themed museum, which we were excited to visit but left us a bit underwhelmed. Entrance costs €7 per person, but sadly we whizzed through the museum in about 10 minutes, as it’s basically just a few grand rooms with various paintings of cats hanging on the walls. I was somehow hoping for more in terms of more descriptions, information & exhibits, description. The best bit was probably the gift shop, which sells various books, as well as some beautiful posters & postcards, & you can pop in to browse for free!",Apr 2018,,date_only,負面,負面
3,"Expected more.....not just a collection of old posters, cat adds from the past, lithography and some sculputures. Gives an impression that someone collected few things connected with cats and put it on a bunch. Few famous people with ""cat touch"" (Pisacco, Lenin,...). I'm cat crazy but 7 euros entrance fee is not worth it.",Apr 2018,Couples,date_with_label,負面,負面
5,"We found this hidden gem whilst researching our trip to Amsterdam. It was a few euros to enter and it really was an Aladdins cave of cat art. Very unique experience and worth every cent. We even saw one of the owners cats relaxing on the windowsill (definitely spent a good 10 minutes giving it a good fuss!!)    The house itself is gorgeous, and is a fantastic opportunity to see inside one of the old canal houses!!",Mar 2018,Couples,date_with_label,正面,正面
5,"The Kattenkabinet is a really cool museum based in an elegant old canal house in Amsterdam. The museum contains examples of cats in culture through the past several centuries, in paintings, posters and many other artifacts. It's a fairly quick but very fun visit. Even if you're not into cats, it might be worth the entrance fee to see the beautiful canal house interior.",Apr 2018,Solo,date_with_label,正面,正面
4,This is a unique museum for those who share their lives with cats.  Wonderful to see familiar posters and original paintings in real life and in the beautiful setting of this grand Amsterdam house.,Apr 2018,,date_only,正面,正面
5,"This hidden gem is worth the quick dip in. Filled with more cats than your loneliest single friend. This is a trip, and inexpensive adventure after a coffee shop.",May 2017,Friends,date_with_label,正面,正面
4,Someone’s old collection of cat paintings.... not quite what I expected. There is a resident cat who cares not for pets. The building is beautiful however.,Mar 2018,,date_only,中立,中立
4,I am not a cat person but I really liked this place! I was mostly impressed by the house itself which has a few baroque style rooms with friendly cats walking around! I would like more items in the gift shop!,Mar 2018,Friends,date_with_label,正面,正面
2,Thought there would be some cats roaming about but just one on the sofa in reception who soon did a runner!,Mar 2018,,date_only,中立,中立
2,"It's a small museum and every surface is covered in cat art.  That's the good part - well, that, and the 3 resident cats lounging about.  But it's really expensive for what you get.  I am a HUGE cat person and I just just disappointed.  Would not recommend.",Mar 2018,,date_only,負面,負面
1,"The idea of a cat museum seemed interesting so decided to give it a ago without researching it. Adult entry was €7 each, which seemed reasonable for a small museum in Amsterdam. The biggest problem with this place is that it is a lot smaller than it looks when you enter. Most of the bottom floor is closed off. You go upstairs to 3 small rooms, the rest are closed off. There’s an outside area, but that’s closed off. There’s an upstairs too, also closed off. The exhibition itself too just seems to be a lot of random pictures of cats with no context. Useful information and interesting facts are nowhere to be found. Feels like being in the home of a cat obsessed maniac, but there are only about two cats wondering about. Saw everything in about 15 minutes and was ready to leave. This experience cost €14 for the both of us.",Mar 2018,,date_only,負面,負面
4,It’s a great place if you like cats in art! The bonus was the real cat upstairs by the window which really enjoys the attention! Shop was good and reasonably priced. Definitely only for lovers of all things feline!,Mar 2018,,date_only,正面,正面
5,"Ok, it might help a bit if you're a cat lover... However, Kattenkabinet is really a celebration of one man's single-minded accumulation of an amazing collection of items. Lovingly tended and displayed, and focussed around the aristocratic 'JP Morgan' who features in their logo. There are also roaming felines who are happy to sit for a photo or a pat...or maybe just walk away if they feel like it. Totally worth a visit if you're in the neighbourhood.",Jun 2017,,date_only,正面,正面
5,Full of all kinds of cat imagery and even some real ones! Wish there was a bit more information on some of the pictures though. The building itself is beautiful and it's a great way to spend some time leisurely. The shop is really sweet as well.,Aug 2017,Friends,date_with_label,正面,正面
5,"I liked this place very much. There were lots of cat related art and one actual cat sleeping. Staff was friendly and ticket was 4€ for student. From shop you could buy cards and books like museums usually sell, lots of great stuff!",Feb 2018,Solo,date_with_label,正面,正面
5,"What a fantastic way to spend an afternoon! The museum is interesting, fun and heartwarming. The art is wonderful, there is a real family feel to the place, and there are a few cats wandering around purring - heaven! Costs 8€ for an adult ticket, 4€ for concessions. Worth the money just to see Picasso's cat sketch. The gift shop is also adorable - but I wish there were more prints/postcards of the art on display.",Feb 2018,Solo,date_with_label,正面,正面
5,"The Cat Cabinet combined three of my favourite things - architecture, art and cats. The house was aesthetically pleasing and provided a beautiful backdrop for a wonderful collection if paintings, sketches, posters, statues and even a mummy of a cat. We saw three of the living residents, one who was very friendly and intrigued by visitors. The cats were very much a part of the exhibits and part of the reason we went. It is fantastic to be able to enter this private residence and see such a marvellous collection",Feb 2018,,date_only,正面,正面
3,"Went here with my teenage daughter and she loved it, but I thought it was a bit expensive for what it was.  She spent ages stroking the large black tom cat on display in the window.  A real mix of eclectic cat posters and paintings in large ornate rooms.",Feb 2018,,date_only,中立,中立
4,"OK, I am all about dogs.  Love them can give without them.  But my girl friend is alls cats( I guess opposites  attract).  I found this place amazing.   Tim Berners-Lee wrote the most un-suspected thing about the internet was cats, and now I know he was right.",Feb 2018,,date_only,正面,正面
3,"Nothing more to say really. I visited several galleries and museums on my visit to Amsterdam and found this place the most expensive for what you get in return. Some interesting pieces, and I appreciate these things need to be paid for somehow. But it didn't really have any character to it.",Apr 2017,,date_only,負面,負面
4,"Well, it is just as weird as you imagine. All together it manages to amaze you, even as no big fan of cats. I would go here, just because it is so unlike anything else I have experienced. For better and worse.",Dec 2017,Couples,date_with_label,正面,正面
4,Nice surrounding and beautiful rooms for cat art works and three museum cats. Very nice and friendly staff.,Jan 2018,Couples,date_with_label,正面,正面
4,"I’m not a cat person, but my friend is. This was actually very cool! It was a nice surprise and inexpensive. Definitely crazy cat lady vibes, but made for some photos... that of which, TripAdvisor will not populate along with many other photos.",Nov 2017,Friends,date_with_label,正面,正面
3,"This is a charming old Amsterdam house (which the owner apparently still lives in) which is full of art, posters, and other paraphernalia related to cats. There's far less of it than I was expecting, but it's a different kind of thing to see than you'll get in most places.If you like cat art, then you'll like it.If you don't, then you probably won't.",Dec 2017,Couples,date_with_label,正面,正面
1,"My girlfriend is a cat lover. So we went to the Katten kabinet. We were out in about ten minutes. If it wasn't for the 5 minutes she spent cuddling the only real cat in the building, we would have been back on the sidewalk in 5 minutes.So be warned, you better use your 7€ per person somewhere else.",Dec 2017,Couples,date_with_label,負面,負面
3,"Fortunately I didn’t have to pay the €7.00 entrance fee to the Katten Kabinet, as the art gallery entrance was included on my I Amsterdam card.My visit to the Katten Kabinet was a strange and surreal experience.  Located on the Herengracht, this feline themed art gallery/museum is housed in a couple of upstairs rooms in a large canal house.The “art” was mainly posters with a sprinkling of ornaments and artifacts.  Nothing was well displayed and seemed to have been placed without much care or attention to detail.I’m not really sure who would benefit from visiting this establishment.  I’m a self-confessed cat lover and the only things that appealed to me were the live sleeping cats that inhabit the place.  My visit is best summed up as being quirky and on the edge of being totally bizarre.",Oct 2017,Solo,date_with_label,負面,中立
3,"Lovely attraction tucked away by the canal. Staff were really friendly, nice gift shop and easily accessible toilet. Cost €7 to enter and there wasn't much to see.. lots of nice cat paintings and we got to stroke a cat, but it was very frustrating to see a garden filled with cat art OUT of the window but closed off to the public. If this was €3 maybe I would've felt happier about it. Finished the attraction in about 10 minutes",Nov 2017,,date_only,中立,中立
2,We have cats and love them.  While this museum had some cute cat stuff in it half of it was closed off from the public. I saw one cat in a closed off section there. I can only recommend going to this if it cost 1 euro or was free. Possibly the worst tourist attraction I have been to and there was potential for it to be better.,Oct 2017,Couples,date_with_label,負面,負面
4,"This ""museum"" is definitely something different! Basically, it is a collection of various things (posters, sculptures, paintings, etc.) with cats on them. It sure is interesting, a little bit odd, but also fun. There are two cats strolling around who don't mind being pet, so that, too, is a plus if you are a cat lover. I would recommend going there if you have some spare time, but do not expect too much. The exhibition is rather small and 7€ seem to be a rather expensive price for a place you can visit within 20 minutes. There is an interesting shop at the end of the tour and the atmosphere is nice.",Oct 2017,Friends,date_with_label,中立,正面
4,Fun visit but don’t expect to much of it. It’s a collection of weird and fun stuff that has cats on it. Maybe a bit small (basically one storie of the house) for the price but still fun.,Oct 2017,,date_only,中立,中立
4,"If you love cats, don't miss this museum! The mid century posters are a feast for the eyes if you love design AND cats, too. There are lots of unique pieces and the interior of the building itself is lovely. I really enjoyed it all!",Sep 2017,Couples,date_with_label,正面,正面
5,"If you love cats and art, this is the place for you! Lots of cat-related artifacts and art in a beautiful old mansion. The best part - kitties actually live there. There are four - we only saw two, but all the guests were eager to take pictures with them!Very fun museum.",Sep 2017,,date_only,正面,正面
4,"Cats, cats, cats.  Very cute, small museum dedicated to cat art, posters, etc.  Some of the best examples of 20th century European cat-related advertising too.  Recommended, if you like cats : )",Aug 2017,,date_only,正面,正面
2,"I have a cat and a medium sized house. From tomorrow, you are welcome to visit for 7 Euros. You can stroke my cat if she puts in an appearance. Similar to this attraction, I will not let you in our garden but I'll offer you a cup of tea, which you can't get here. The decor in the Cat Cabinet IS more ornate and there are more artefacts but that's about it!",Aug 2017,Couples,date_with_label,中立,中立
4,"Fun quirky place! I really enjoyed seeing the interior of this beautiful home - turned - museum. Its chuck full of interesting cat art, sculpture, and other quirky objects. Bonus- real cats hanging out that you can pet.",Aug 2017,Solo,date_with_label,正面,正面
4,"The highlight of the place is the real cats lounging at the entrance who seem happy to have the company of visitors. The museum is in a typical Amsterdam building on the canal belt and gives you a glimpse of what these houses look like from inside with their high ceilings and large windows. The price is a bit high for a museum that is quite small but it has an interesting collection of paintings, posters and some sculptures.",Jul 2017,,date_only,正面,正面
4,"The Cat Museum ( Kattekabinet ) is a must for cat lovers, or anybody with an interest in art that is cat - related.It's a small venue with the shop on the ground floor and the museum on the top floor.There is a bit of everything including old posters, statues, paintings and the obligatory live cat passed out on the couch.1980 costume of Griselda from Cats is a nice surprise.Well worth the visit.",Jul 2017,Couples,date_with_label,正面,正面
5,"Yes, for sure - only go if you love cats! It's quirky, weird, dusty, small and quiet - perfect antidote to all the major museums in the city. Housed in a beautiful, but slightly run-down building - which only adds to it's charm! Resident cats add to the character of the place. I'm so glad I went!",May 2017,Solo,date_with_label,正面,正面
3,"This is a small museum dedicated to ""J.P. Morgan"", the deceased cat of the museum owner.  As others have mentioned, this venue will be enjoyed most by cat lovers.  There are paintings, prints, posters, statues, and all manner of cat artwork.  To me, the best part was a small area tucked off the second floor hallway.  This area had some paraphernalia (Louis Vuitton case for his travel litter box), birthday gifts and portraits of ""J.P. Morgan""... it is obvious this cat was special to his owner.  This was my favorite part of the whole museum, so if you go be sure to look for it and read the placards.If you like off-the-beaten-path museums, this one is fun.  I found it easy to pop into the Bag & Purse Museum, then into the Kat Kabinett and then onto the Dutch Costume Museum... all right on the Herengracht and can be completed in just a few hours.",Jun 2017,Solo,date_with_label,正面,正面
5,If you do want to visit here go to the De Poezenboot first you will then get a 50% discount on the entry price. Annoyingly we didn't realise this until it was too late!We walked from the centre and it took about 40 minutes - nice scenery to look at on the way. Well worth the visit you forget how cats feature in such a lot of things,Jun 2017,Couples,date_with_label,正面,正面
3,"I love cats, therefore I went to the cat museum. It is very cute, all the pictures made me smile, but it is small you only need 30 mins in there, and seriously if you not a cat lover you won't enjoy it at all.",May 2017,Couples,date_with_label,正面,負面
2,Not much to see here we spent maybe 5 minutes Walking around only a few rooms open and there was one cat sleeping in one sofa and he did not even care that I tried to pet him/her. Not Worth the Money or the time to go here.,May 2017,Couples,date_with_label,負面,負面
1,"Well, the website said you could spend up to 40 minutes at this venue. 10 minutes at a stretch! This was poor value for 7 euros.I would avoid completely.",May 2017,Couples,date_with_label,負面,負面
1,"My wife and I are both cat lovers, so we decided to check out this museum on a rainy day. It was some posters and artwork on the second floor of a small building. Nothing of interest here. Only spent 15 minutes.",Apr 2017,Couples,date_with_label,負面,中立
3,Maybe the most bizarre art gallery that I have ever visited. As advertised it is just cat art and there are cats roaming around. For all its oddness you still may want to see it and my son really liked the cat dollars that we bought in the gift shop.,Apr 2017,Couples,date_with_label,正面,正面
5,"What appeals so much about this museum is how laid back it is. There's no one bothering you about giving in your luggage and a few cats walk around calmly accepting strokes. One even greeted us at the door!The museum doesn't oversell anything. it is was it says on the tin, it's  nice, quirky relaxed stop off. I also loved being with fellow cat lovers :)",Apr 2017,Couples,date_with_label,正面,正面
4,"In the Kattenkabinet you'll find cats as sculptures, in paintings and in posters, and also walking around the house and in the garden. If you are into cats you'll like this place.The shop has got postcards, posters and books for sale.The children of the house ran a delightful little cafe in the garden. We stopped there for an apple cake and for the cats!",Apr 2017,Couples,date_with_label,正面,正面
5,"As a crazy cat lady I had to visit Cat Cabinet while in Amsterdam. Very lovely little museum, even got to pet the resident kitty. :)",Mar 2017,Couples,date_with_label,正面,正面
